283	ESPN to save NFL's image with all-male domestic abuse discussion	1
2529	Knightscope Security Robots Are Keeping Microsoft Campuses Safe (and They Look Really Scary)	0
2161	Caught a catfish record in Po: 127 kg and 2.67 meters	0
1260	Speeding Up ‘Seinfeld’ For Younger Viewers	0
1478	Spider burrowed through tourist's stomach and up into his chest	0
2515	Priest who died for 48 minutes says he met God and she’s a woman	0
1978	No, Robert Plant Didn’t Rip Up an $800 Million Contract	1
2414	Dumped woman spends a week in KFC to get over ex	0
1407	NET Extra: Back-from-the-dead Catholic priest claims God is a female	0
1666	Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman	0
1018	Boy, 16, secretly films sex with teacher then uploads it to WhatsApp	0
1222	Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite	0
2055	Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked	0
1795	Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students	0
1834	Vice CEO Throws Down $300K on Lavish Vegas Dinner	0
2034	Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video)	0
83	Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED)	1
2272	More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram	1
760	After Giving A Homeless Man $100, This Guy Secretly Filmed Him...	0
1880	Tropical spider burrowed under Bali tourist's skin	1
1137	China: Satirical site warns citizens over name choices	0
2440	British hostage David Haines beheaded by Islamic State terrorists	0
1860	Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS	0
1336	'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama	0
1638	Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story	1
397	Seven girls as young as 13 become pregnant on a school trip	0
1883	Spider Burrows Into Australian Man's Appendix Scar (VIDEO)	0
829	Man who skipped work for 24 years is finally fired	0
2307	Pentagon: 1 weapons bundle seized by militants	0
2139	Boko Haram agrees to ceasefire, release of school girls	1
1775	Newly-Found Document Holds Eyewitness Account of Jesus Performing Miracle	1
724	Sadly, Pumpkin Spice Condoms Aren't A Thing After All	0
1423	Pentagon confirms al-Shabab leader killed in airstrike in Somalia	0
1739	Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man	0
2171	Lego letter from the 1970s still offers a powerful message to parents 40 years later	0
1880	Man discovers spider living under his skin during Bali vacation	1
2055	Pumpkin Spice condoms? Don't fall for this hoax.	0
684	Batmobile stolen in Detroit? Good one, joker!	0
2269	Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax	0
1778	WHO says reports of suspected Ebola cases in Iraq are untrue	0
1837	Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus	0
2070	Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking	0
1056	Doubts cast over Nicaragua meteorite claim	0
2379	Texas City plumber's truck ends up in Syrian war	0
1971	What One Homeless Man Does with $100 Will Astonish You (VIDEO)	1
1923	No, a spider (probably) didn't crawl through a man's body for several days	0
1885	More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram	1
1333	‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot	0
2115	SHOCKING: Indian Man's Penis Cut-off After He Was Caught Attempting Rape [Photos]	0
1433	Meet the X-BOY: Electric shock turns kid into MAGNETO	0
655	University Bans Word ‘Freshman’ Because It’s Sexist and Promotes Rape	0
1029	Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer	0
2097	BiH: Seven Primary School Students Pregnant After Five-Day Excursion	0
887	Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp	0
2351	Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57	0
2475	Rare meteorite impact causes blast in Nicaragua's capital, Managua	1
2046	Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan	0
988	Son Pays Off His Parents’ Mortgage for Christmas	0
932	Government fires employee who skipped work for 24 years	0
1846	Christian Bale Exits Steve Jobs Movie (Exclusive)	0
1303	God is a woman- Priest who died for 48 minutes claims	1
1410	Jilted lover chops off his penis after girlfriend dumps him	0
2272	Boko Haram 'ceasefire' doubts after attacks reported in Nigeria	0
1247	Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom	0
1573	Doubts cast over Nicaragua meteorite claim	0
993	Rapper Big Bank Hank of Sugarhill Gang dies at 57	0
2385	Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters	0
1876	Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal	0
2142	YPG Confirms: Gill Rosenberg Not Captured in Kobani	0
1747	Obama, Outraged Over Beheading, Vows to Stay on Course	0
585	Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral	0
2211	Christian Bale to play Steve Jobs in upcoming biopic	1
1989	Hostage David Haines' Murder 'Evil', PM Says	0
1925	Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?	1
879	Taibbi takes time out from First Look after “disagreements.” Can I publish our emails now, Matt?	0
1301	Graffiti Artist Banksy Arrested In London; Identity Revealed	1
2016	Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico	0
2362	Banksy arrest hoax: US website claims street artist caught in Watford	0
1410	Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed	0
2305	This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!	0
2483	Dog Found Abandoned With Suitcase Filled With His Belongings	0
1660	Chinese State Media Warns People To Stop Calling Themselves Dumbledore	0
1549	Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)	0
1481	Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale	0
2061	Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It	0
1880	Bali spider burrows under Aussie’s chest	1
1564	Video messaging service verifies timing of CNN audio recording	1
1981	Man has his PENIS cut off by angry mob after 'attempted rape' of teenager	0
2180	WHO says reports of suspected Ebola cases in Iraq are untrue	0
2242	Texas plumber threatened over jihadis using his old truck	0
2181	ESPN’s All-Male “Monday Night Football” Panel On Domestic Violence Is Not Real	0
1638	Bunbury local discovered a spider had burrowed under his skin on Bali holiday	0
1028	Italian fisherman catches monstrous 280-pound catfish	0
1433	Isilkulskom student has gained superhero powers after shock	0
1301	Hoax 'Banksy Arrested in London' Story Dupes the Internet Again	0
1363	Turkish Leader Says U.S. Airdrop Aided ISIS Militants	0
2016	No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol	0
188	Italian catches huge wels catfish; is it a record?	0
830	Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION)	0
1841	Oscar winner Christian Bale to play Steve Jobs in upcoming biopic	1
2483	Dog abandoned at Scotland train station with suitcase	0
1022	Lynch Mob Castrates Alleged Rapist In Rajasthan	0
2037	Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure	0
1097	Cameron vows to hunt down IS 'monsters' after Haines murder	0
1984	Missing Mexican students 'not found in mass grave'	0
1739	Graffiti Artist Banksy Arrested In London; Identity Revealed	1
794	See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]	1
1897	CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN	0
2523	Dog abandoned at Ayr station with belongings in suitcase	0
1897	Man who SLAPS people if they sneeze in public being hunted by police	0
438	Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street	0
497	Electric shock turns Russian boy into Marvel's Magneto	0
2330	Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say	0
1968	Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV	0
1258	Magic mushroom found growing at Buckingham Palace	0
1357	No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It	0
2172	An accidental delivery of arms to the Islamic State and the problem with airdrops	0
1239	Vice's Shane Smith drops $300,000 on Vegas dinner	0
1559	Duped again: Macaulay Culkin is not dead	0
1342	Michael Phelps’ girlfriend Taylor Lianne Chandler reveals she was raised as a boy	0
2274	Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway	0
2272	Boko Haram denies ceasefire claim by Nigeria's government	0
80	Isilkulskom student has gained superhero powers after shock	0
1925	SEE IT: California homeless man uses $100 gift to give food to others	0
917	"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It"	1
56	Vigilantes cut off alleged rapist's penis	0
1104	Dylan Thomas Finds Tropical Spider Burrowed Under Skin	0
687	Here Are Microsoft's New Robot Security Guards	0
1981	Lynch Mob Castrates Alleged Rapist In Rajasthan	0
1206	James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]	0
1365	Fence-jumper got farther into White House	0
1045	Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings	0
2080	Sugarhill Gang rapper Big Bank Hank dies at age 57	0
1951	CPWD official sacked for absence from duty for 25 years	0
1567	This Man Paid Off His Parents' Mortgage for Christmas (Video)	0
2502	Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook	0
1427	Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students	0
732	Saudi cleric condemns snowmen as anti-Islamic	0
44	Watch: US Marine saved by helmet after being shot by Taliban sniper	0
1814	KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants	1
516	In Moscow, police are looking for a felon, cut the male genitals	0
2351	Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57	0
1573	Meteorite leaves crater in Nicaraguan capital Managua	1
2398	Sugarhill Gang co-founder Big Bank Hank dies	0
2360	Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet	0
1818	Video messaging service verifies timing of CNN audio recording	0
2020	A Husband Breaks Down In Tears After Lost Voicemail Message By His Late Wife Is Recovered	0
1549	Priest who died for 48 minutes says he met God and she’s a woman	1
776	Islamic State fighters detonate 'SCORPION bombs' in terror siege	0
2496	Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him	0
1799	Man Severed Penis That Failed To Impress Girls	0
2240	NET Extra: Back-from-the-dead Catholic priest claims God is a female	0
2211	Report: Christian Bale Just Bailed on the Steve Jobs Movie	0
2076	It was me! Student, 19, reveals SHE was the Teletubbies' giggling baby in the sky - and was paid just £250 and a box of toys	0
1517	Man chops off own penis, throws it in a dustbin after poor show in bed	0
1747	ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY	0
2242	Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria	0
795	Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip	0
2515	Priest' claim of seeing God as a woman dismissed as hoax	1
225	Indian civil servant sacked 'after 24-year sickie'	0
842	280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record	0
782	James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]	0
2475	Nasa questions whether crater in Nicaragua caused by meteorite	0
1873	North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland	0
1541	Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish	0
2349	'Jihadi John': Isis fighter named as Mohammed Emwazi from west London	0
1423	ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government	0
1473	Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists	1
1245	After Giving A Homeless Man $100, This Guy Secretly Filmed Him...	0
2053	North Korean leader Kim Jong-un not missing, just having ankle surgery	0
1923	Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS	1
1658	'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama	0
419	#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.	0
1502	Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story	1
821	WTC rats scare off Anna Wintour	0
2450	A message from Jim's mom, Diane Foley:	0
2263	The rats eat Prada at Vogue NY office	0
1299	Christian Bale Is Steve Jobs	1
1819	Spider Burrows Into Australian Man's Appendix Scar (VIDEO)	0
1670	Ski Resort Opens With Snow Stored From Last Season	0
2069	Sadly Vladimir Putin Hasn’t Been Driving Round In A Motorcade Shaped Like A Penis	0
2336	400 men cut their testicles off believing it would help them meet God	0
1699	That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real	0
1213	Meteorite strike in Nicaragua puzzles experts	1
1400	Sadly, Pumpkin Spice Condoms Aren't A Thing After All	0
2362	Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man	0
1292	Lego letter from the 1970s still offers a powerful message to parents 40 years later	0
1860	Dylan Thomas Finds Tropical Spider Burrowed Under Skin	0
1954	Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax	0
2174	If Only A Bird Really Did Poop on Putin	1
1474	ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans	0
1832	Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’	1
2369	Someone painted a graffiti dick on a $2.5 million car	0
1340	Hope Fades for Girls' Release After Boko Haram 'Truce' Breached	0
1219	'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London	0
2508	Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina	0
2015	Texas City plumber's truck ends up in Syrian war	0
1478	No, a spider (probably) didn't crawl through a man's body for several days	1
1630	More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram	1
70	eBay is planning an Apple Watch app	0
1968	‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot	0
139	Judd Nelson rebuffs Internet rumors that he died of a drug overdose.	0
2474	Would you take a bite out of the world's oldest burger? Men keep Quarter Pounder they bought 20 YEARS ago for a friend who never showed up to meet them	0
1140	Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged	0
2478	Magic mushrooms found in BUCKINGHAM PALACE by Alan Titchmarsh	0
2367	"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border"	1
1820	Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer	0
2166	Axl Rose NOT Dead: Fake MSNBC Death Hoax Goes Viral On Facebook	0
2407	NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market	1
2248	BiH: Seven Primary School Students Pregnant After Five-Day Excursion	0
2156	One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters	0
1528	BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED	0
1925	"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit"""	1
1374	Islamic State killer 'Jihadi John' named as Mohammed Emwazi	0
674	Tips for Chinese choosing an English name	1
1008	God is a woman- Priest who died for 48 minutes claims	0
2432	Microsoft turns to robotic security guards to watch for trouble	0
1480	Cheese addiction breaks Kim Jong-un's ankles	0
